Tweet,UserHandle,Party,Issue,Stance
govt has failed to fulfill the promises.besides the demonetisation gst has further affected the economy of the govt has failed to fulfill the promises.besides the demonetisation gst has further affected the economy of the country where common men are undergoing URL people have apprehension that this budget doesnt turn out to be a jumla,tarun_gogoi,INC,GST,Disagreement
the budget presented by fm USER_MENTION made a lot of announcements for diff sectors though it doesnt inspire confidence about its implementation.as all the promises such as creating price black money lakhs to every individuals made by,tarun_gogoi,INC,Demonetisation,Disagreement
the complete failure of the bjp government to stop all sorts of violence mobocracy and vandalism even with school children by the karni sena over padmavati release exposes that this country is not ruled by the rule of law is this the new india pm USER_MENTION talks about,tarun_gogoi,INC,Padmavati film screening,Disagreement
the indian economy at its slowest pace in the years since the USER_MENTION government took office as economic activity was hit by the twin blows of demonetization and implementationrelated issues of the gst.gdp growth seen slowing to low of in URL india gdp growth likely at in cso URL,tarun_gogoi,INC,Demonetisation,Disagreement
this is how pm USER_MENTION led bjp govt is fooling ppl of assam with slogans acchedin asthalakshmi parivartan,tarun_gogoi,INC,acchedin,Disagreement
today i along with pcc president USER_MENTION clp leader USER_MENTION etc were arrested for protesting against gst council meet in,tarun_gogoi,INC,GST,Disagreement
modi promised to bring back lakh of black money in days deposit lakh in bank made him stop to do it in last years URL paradisepapers quashes modi claim to black money proving demonetisation was for optics URL,tarun_gogoi,INC,Demonetisation,Disagreement
none of the stated objectives of eleminating black money terror financing counterfeit notes have been met manmohansingh demodisaster URL time to accept the blunder manmohansingh on noteban anniversary URL,tarun_gogoi,INC,Demonetisation,Disagreement
one year of demonetisation onion farmers in nashik district are struggling to survive in cashless economy,tarun_gogoi,INC,Demonetisation,Disagreement
modi declared gst a simple but he did not listen to his own suggestions on how to make it,tarun_gogoi,INC,GST,Disagreement
USER_MENTION rightly expressed how demonetisation has hit the unorganized sectors gst has become tax terrorism where common ppl r suffering URL speech by congress vp shri rahul gandhi today at the annual session of phd chamber of commerce industry,tarun_gogoi,INC,GST,Disagreement
are the worst sufferers due to the misconduct of modi govt instead of acche din it has become a kharab din for the hindus,tarun_gogoi,INC,acchedin,Disagreement
coming so soon after demonetisation has dealt a crushing blow to the economy fiscal policy,tarun_gogoi,INC,Demonetisation,Disagreement
in and have turned into mere empty slogans and photoops.the decision to keep the gst slabs high,tarun_gogoi,INC,GST,Disagreement
and women have been the major victims of the downturn.demonetisation gst have acted as ghost and the which have resulted,tarun_gogoi,INC,GST,Disagreement
digital transactions are looks money has come back to the system gdp is down to a historic low acchedin,tarun_gogoi,INC,GDP growth,Disagreement
in the economy as predicted by former pm manmohan singh.it has proved that both demonetisation gst were unmitigated economic,tarun_gogoi,INC,GST,Disagreement
been inspired by gandhi jis dream of clean india since childhood.we campaigned clean public colonies in jorhat when i was in std,tarun_gogoi,INC,Swacch Bharat,Disagreement
thank you pm USER_MENTION ji for your invitation to contribute for swachhatahiseva i would like to bring to your attention that i,tarun_gogoi,INC,Swacch Bharat,Disagreement
people want action to tackle price rise they want jobs to be created agriculture to be revived economic growth to bounce back,tarun_gogoi,INC,Inflation control,Disagreement
they term the rohingyas as infiltrators and terrorists what is that if not vote bank,tarun_gogoi,INC,Rohingyas,Agreement
addressed a press conference on swacch bharat rohingya issue arrest of akhil gogoi price hike,tarun_gogoi,INC,Swacch Bharat,Disagreement
allowing rohingyas entry inside the state would mean that a different set of law like the foreigners act would come into,tarun_gogoi,INC,Rohingyas,Agreement
was not able to perform efficiently in various ministries in the last years.instead of acche din people have experienced kharab din,tarun_gogoi,INC,acchedin,Disagreement
expm USER_MENTION rightly said demonetisation was a monumental management failure a case of organised loot,tarun_gogoi,INC,Demonetisation,Disagreement
indias gdp fell to it has proved expm manmohan singhs prediction.after all he was pm fm rbi governor demonetisationfailed,tarun_gogoi,INC,GDP growth,Disagreement
an opportunity to the black money holders to convert it into white money demonetisationfailed,tarun_gogoi,INC,Demonetisation,Disagreement
when of banned notes are back with rbi it has confirmed that instead of flushing out the black money USER_MENTION has given,tarun_gogoi,INC,Demonetisation,Disagreement
i welcome the verdict of honble supreme court on fundamental righttoprivacy wch heralds a new epoch on ones freedom,tarun_gogoi,INC,RightToPrivacy SC Verdict,Agreement
welcome the verdict of honble supreme court for the secular judgement giving justice equal rights to indian muslim women tripletalaq URL we welcome the supreme courts judgement on tripletalaq.it is a progressive secular judgement for equal rights of muslim women in india URL,tarun_gogoi,INC,TripleTalaqBill,Disagreement
USER_MENTION USER_MENTION USER_MENTION it is the statement of union agriculture minister USER_MENTION at loksabha is this the acchedin which USER_MENTION led government provided to the poor and downtrodden URL,tarun_gogoi,INC,acchedin,Disagreement
is this the acchedin which USER_MENTION led government provided to the poor and downtrodden,tarun_gogoi,INC,acchedin,Disagreement
no lpg connection in north east states under pmuy u.p already got million cylinders sabkasaathsabkavikas,tarun_gogoi,INC,lgp price hike,Disagreement
the bjp govt works only on papers and news channels but in reality there is no work for the welfare of the people acchedin jumla,tarun_gogoi,INC,acchedin,Disagreement
this is what modi ji the bjp really think of gst the above video by USER_MENTION is selectively edited gstrolloutbiggest shame for congress plz exposed watch original video of modi ji,tarun_gogoi,INC,GST,Disagreement
randhanjyotischeme has already provided free of cost lpg connections to nearly lakh beneficiaries from bpl families during my tenure,tarun_gogoi,INC,lgp price hike,Disagreement
distribution of free lpg cylinders to bpl families esp widow women shgs was implemented since august distribution of free lpg cylinders to bpl families esp widow women shgs was implemented since august by randhanjyotischeme,tarun_gogoi,INC,lgp price hike,Disagreement
the bjp have forgotten their poll promises are now doing divisive politics to divert the attention of the people acchedin jumla,tarun_gogoi,INC,acchedin,Disagreement
now they are banning cow buffalo slaughter tomorrow they will ban poultry fish as well,tarun_gogoi,INC,Beef Ban,Disagreement
modi jis demonetisation pulls down indias gdp to low at loses fastest growing economy acchedin,tarun_gogoi,INC,Demonetisation,Disagreement
attended pravanchana virodhi divas against bjp govts false promises on acche din amp parivartan with attended pravanchana virodhi divas against bjp govts false promises on acche din parivartan with debabratasaiki1 USER_MENTION incindiapic.twitter.com omsvvmnfu,tarun_gogoi,INC,acchedin,Disagreement
addressing a press conference today on gst tax exemption limit lakh in assam ne rest of india lakh,tarun_gogoi,INC,GST,Disagreement
addressing a press conference on gst gopal krishna gandhi USER_MENTION candidate bhumipuja of ongc hospital,tarun_gogoi,INC,GST,Disagreement
though the centre has been claiming that demonetization has curbed insurgency it is on the rise.there is no clear cut policy,tarun_gogoi,INC,Demonetisation,Disagreement
and now they are using black money to buy legislators how can such legislators fight,tarun_gogoi,INC,Demonetisation,Disagreement
pm USER_MENTION jis acchedin with frequent price hikes continues to hit common people achhedin parivartan,tarun_gogoi,INC,acchedin,Disagreement
industries to all sections of society who has been affected by demonetisation disaster.there is no effort to revive the economy,tarun_gogoi,INC,Demonetisation,Disagreement
moreover demonetisation has severely affected assam specially the weaker section of society,tarun_gogoi,INC,Demonetisation,Disagreement
at rbi gherao programme in protest of unplanned anti people demonetisation policy by bjp govt USER_MENTION at rbi gherao programme in protest of unplanned anti people demonetisation policy by bjp govt USER_MENTION,tarun_gogoi,INC,Demonetisation,Disagreement
mass protest against demonetisation by modi government organised by apmc USER_MENTION along with ne youth congress mass protest against demonetisation by modi government organised by apmc USER_MENTION along with ne youth,tarun_gogoi,INC,Demonetisation,Disagreement
small low and middle classes whereas the surgical strike has helped the black money holders marketeers to convert,tarun_gogoi,INC,Demonetisation,Disagreement
attended a protest rally against unplanned demonetisation by bjp,tarun_gogoi,INC,Demonetisation,Disagreement
attended a party meet with pcc presidents of ne states a special meet party members on demonetisation attended a party meet with pcc presidents of ne states a special meet party members on,tarun_gogoi,INC,Demonetisation,Disagreement
on other hand price rise has hit the common people,tarun_gogoi,INC,Inflation control,Disagreement
the rise of prices of lpg while the country is facing economic crisis due to demonitisation is a clear indication,tarun_gogoi,INC,lgp price hike,Disagreement
of demonetization surfacing a lot of hardships due to non availability of fund internet basic banking infrastructure while the govt,tarun_gogoi,INC,Demonetisation,Disagreement
demonetisation of modi govt in a global perspective.what steve forbes defined demonetisation in forbes magazine,tarun_gogoi,INC,Demonetisation,Disagreement
we will wait for sometime to witness whether it will unearth the black money improve the economy but at present common ppl are the victims,tarun_gogoi,INC,Demonetisation,Disagreement
immense hardships not to the rich or those who have black money abroad but to the common garden,tarun_gogoi,INC,Demonetisation,Disagreement
i wonder how and when acchedin and sabkaanand slogans raised by pmmodi before elections will transform into reality,tarun_gogoi,INC,acchedin,Disagreement
the bjpled assamgovts decision to increase vat on items to withdraw the subsidy on petrol and diesel will hit the people of assam,tarun_gogoi,INC,hike in oil prices,Disagreement
as the current gdp claimed by the bjp govt has not been reflected in the economic scenerio of the common and deprived people of our country,tarun_gogoi,INC,GDP growth,Disagreement
the views revealed by subhramanianswamy on modis publicity election slogan acchedin his dubiety on governments gdp cant be overlooked,tarun_gogoi,INC,GDP growth,Disagreement
the bjp govts move to auction oil blocks of assam allowing fdi is a replica to their sloganUSER_MENTION b4 the assam elections,tarun_gogoi,INC,FDIPolicy,Neutral
after discounting the april reduction petrol prices hv jumped by rs and diesel by rs,tarun_gogoi,INC,hike in oil prices,Disagreement
frequent price hike of petrol diesel is unprecedent.it is the hike in under a fortnight last being hiked on june by rs2.58,tarun_gogoi,INC,hike in oil prices,Disagreement
frequent price hike in petrol that also time within a month is a replica of modis acchedin to billion indians,tarun_gogoi,INC,acchedin,Disagreement
various multiple welfare schemes will be taken up for different communities including obc mobc minorities and tea community,tarun_gogoi,INC,reservation,Neutral
people are fed up with false promises of pm modi to usher in acche din and uturns on major issues concerning the state,tarun_gogoi,INC,acchedin,Disagreement
forget acche din the nda govt has deprived assam by withdrawing special category status scrapping neiipp and changing funding pattern,tarun_gogoi,INC,acchedin,Disagreement
prime minister narendra modi must focus on domestic issues than concentrating on foreign affairs acche din promised by him is yet to dawn,tarun_gogoi,INC,acchedin,Disagreement
modiled nda govts hollow promises on swacch bharat is exposed as upa dispensation made more toilets that swachhbharat over lakh toilets built in one year almost double the average numbers built in last years,tarun_gogoi,INC,Swacch Bharat,Disagreement
the latest decision of centre on fdi will benefit only the mncs and big corporate houses,tarun_gogoi,INC,FDIPolicy,Neutral
complaint about beef being served and the manner delhi police budged into kerala house is an attack on cooperative federalism in our country,tarun_gogoi,INC,Beef Ban,Disagreement
what acche din the centre is talking about when it fails to provide pulses the staple food of the aam aadmi at reasonable price,tarun_gogoi,INC,acchedin,Disagreement
ndas inability to tame skyrocketing price rise has dampened the spirit of durga puja hope centre takes it seriously,tarun_gogoi,INC,Inflation control,Disagreement
assam surpasses most states and constructed toilets under swacch vidyalaya programme stride continues for clean and healthy assam,tarun_gogoi,INC,Swacch Bharat,Disagreement
by such marketing and packaging we dont know how long will it take for the centre to bring in acche din to the common men of our country,tarun_gogoi,INC,acchedin,Disagreement
yoga signifies n sadbhavana.those who r practising yoga shouldnt have encouraged babri masjid demolition n divisive politics,tarun_gogoi,INC,Ram Mandir,Neutral
some people are making hue and cry over yoga a section of such people demolished the babri masjid and are still playing divisive politics,tarun_gogoi,INC,Ram Mandir,Neutral
exposes nda govt and nexus not only with lalit modi but with all black money holders,tarun_gogoi,INC,Demonetisation,Disagreement
by slashing funds in social security schemes does the modi government want to mean acche din to the common men,tarun_gogoi,INC,acchedin,Disagreement
failing to usher in acche din if the modi government thinks it is on top gear let them pat themselves on the back,tarun_gogoi,INC,acchedin,Disagreement
sc judgement on fundamental righttoprivacy heralds a new era for individual rights personal liberty human dignity smt sonia USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION this USER_MENTION is not less than a USER_MENTION,NabamtukiCM,INC,RightToPrivacy SC Verdict,Agreement
i welcome the historic unanimous decision of supreme court on righttoprivacy a great victory for liberty freedom,NabamtukiCM,INC,RightToPrivacy SC Verdict,Agreement
a historic decision by the supreme court on tripletalaq this verdict will empower muslim women in india,NabamtukiCM,INC,TripleTalaqBill,Disagreement
attended jan vedna sammilan on demonetization at pasighat in arunchal pradesh on,NabamtukiCM,INC,Demonetisation,Disagreement
massive protest against unplanned decision of demonetization by bjp govt which mirrors the suffering of all common man,NabamtukiCM,INC,Demonetisation,Disagreement
according to cm modiji fdi in retail create joblessness pm modiji thinks fdi reforms will give a boost to employment.USER_MENTION USER_MENTION,NabamtukiCM,INC,FDIPolicy,Neutral
now this is extreme acchedin modigovt,NabamtukiCM,INC,acchedin,Disagreement
people of obc and akaliyat were leading the dalits as well as the dalits for the rights of the dalits on bihar roads this is a strong alliance of changing india we will create new india this unity is against any kind of ethnic hatred we all just want that not all people hate us simple,yadavtejashwi,INC,reservation,Neutral
with all mlas of rjd in full support of the indian band in case of sc st act they will go on foot from the assembly and go to income tax tablet bharatbandh,yadavtejashwi,INC,GST,Disagreement
hahahaha rofl holding you back to summon pm brother mehul chauksi nirav modi lalit modi vijay mallya in india why you bring them back in india stop this nautanki solve the call drop problem first mr it minister USER_MENTION ji thank you URL mr mark zuckerberg you better know the observation of it minister of india if any data theft of indians is done with the collusion of fb systems it will not be tolerated we have got stringent powers in the it act including summoning you in india ravi shankar prasad,yadavtejashwi,INC,PNB Scam,Disagreement
dm sahabs mobile is not working so he can not rectify the evms identity technical snags dm says we are short of evm experts.we can just hope the administration does not call any kabaadi wala to evms repair you can also pray what a way to conduct elections https webwithetvbihar biharpoll cleanliness of congress on congress allegations in bhabha byelection evm is a mess but big not in number evms are bad evm expert is lacking my mobile disturbances due to which people can not talk dm kaimur,yadavtejashwi,INC,EVM tampering,Agreement
thinking thinking thinking newswithetvbihar biharbypoll cleanliness on congress allegations in bhabha byeelection evm is a mess but not a large number evms are poor evm expert is lacking my mobile disturbances because of which people can not talk dm kaimur,yadavtejashwi,INC,EVM tampering,Agreement
we are earnestly cognizance of this blatant misconception of nitish kumar and allies and cancel the candidatures of nda alliance in intellectuals instead of ram temple the colleges hospitals complexes all but lenins statue will be installed in place of lenin it is a deep hurt to indian civilization rammandir historical_hom_ready jay_shri_ram tripuraelection2018 leninstatue tripuraresults,yadavtejashwi,INC,Ram Mandir,Neutral
bihar cm now admits that demonetisation hugely affected state economy earlier he was ecstatic all praise for bihar cm now admits that demonetisation hugely affected state economy earlier he was ecstatic all praise for it deputy cm sushil modi admitted this in economic survey financial budget nitish kumar must be regretting his praises of pm by,yadavtejashwi,INC,Demonetisation,Disagreement
respected USER_MENTION when i miss myself i miss a fodder scam report cag in in four years after then chief minister lalu jis action but the culprit will USER_MENTION law if this is the punishment of the yardstick then blame government why not URL pnb finance with humungous corporate arun jaitley big statement URL arunjaitleysaidpoliticiansaccountablebutregulatorsnotinindia1986114.html,yadavtejashwi,INC,Fodder scam,Disagreement
in nitish kumars bjp government farmers laborers young people and the poor are all upset we will take the battle of lalu for the poorer shame indian government this is very shamefull to every one bjp_bagao_description pnbscam modigate patriotism jandhanlootyojana pnbfraudcase pnb USER_MENTION kaushaljagmohan,yadavtejashwi,INC,PNB Scam,Disagreement
chief minister nitish kumar is going to japan to discuss investment on the basis of achievements interests and prospects of bihars famous rcp tax unless there will be any development and investment in bihar rcp tax will be applicable nitish ji first free bihar from rcp tax,yadavtejashwi,INC,GST,Disagreement
why are all these people being a big thug all the goods of the country go away abroad one modi shatters the other you are also collecting the goods of the scam tell me when are you running away your brother rk modi whose black money is opened in the real estate company all the black chars will open have patience shri modi ji URL lalu prasad did not make money for peoples money while donating thousands of crores of rupees from the nexus of the officers and suppliers of his choice who got evacuated from the treasury in the name of giving food now they are appealing mercy from the judge bihars politics is crime,yadavtejashwi,INC,Demonetisation,Disagreement
sushil modis face legislator while inaugurating modis clean india campaign in motiharis district officers office bjp mlas are distributing hygiene big knowledge attention to what they are giving themselves to see the USER_MENTION report reporterdiarypic.twitter.com dlkhdcuhlm,yadavtejashwi,INC,Swacch Bharat,Disagreement
did you say the same to niravmodi you are not talking to the prime minister of india you are talking to a friend i am here as a student let us see how many marks will you give me out of pm modi at,yadavtejashwi,INC,PNB Scam,Disagreement
should the central government tell you whether neerav and his scamsters modi kunebe had linked his mobile number and bank account with aadhar card pnbscam,yadavtejashwi,INC,Aadhar linking,Disagreement
following modis ipl scandal lalit modi and bank scandal nirav modi the modi government should seize the passport of bihar deputy chief minister sushil modi who created the scam he has put all the black money in the scandal in his brother rk modis company ashina housing pnbscam pnbfraud,yadavtejashwi,INC,PNB Scam,Disagreement
in bihar nitish kumar has invented a new tax that is rcp tax there is no work without giving rcp tax in bihar people sitting in delhi should study on the benefits and disadvantages of this tax,yadavtejashwi,INC,GST,Disagreement
will commence statewide tour to expose state government on fake promises unemployment inflation negative vindictive divisive politics we will not tolerate atrocities against deprived and dejected sections of rally of muslim women from bihars munger is not happy with triple divorce rules and laws USER_MENTION USER_MENTION USER_MENTION farheenarshad16 farheenmallick1 nimisha26894791 USER_MENTION USER_MENTION adeela51 USER_MENTION,yadavtejashwi,INC,TripleTalaqBill,Disagreement
if the upa brings fdi then the nda brings great nationalism retweet,yadavtejashwi,INC,FDIPolicy,Neutral
there are governments of socalled nationalists everywhere yet insult with the martyrs families they just want to harvest the votes in the name of the martyrs URL wife of a kargil martyr dies at a hospital in haryanas sonipat claims son says i brought my mother in a serious condition to the hospital they asked me to get the aadhar card but i did not have it then i showed them a copy in my phone,yadavtejashwi,INC,Aadhar linking,Disagreement
if lalu ji joined hands with bjp then he would be king harishchandra of hindustan the so called fodder scam happened in a twominute fraternity scandal if lalus dna was changed,yadavtejashwi,INC,Fodder scam,Disagreement
there can be two things the first such exitpolls will be like bihar the second evm mountain climber is prepared and built before the genie is done in its favor there can be two things the first such exitpolls will be like bihar the second evm mountain climber is prepared and built before the genie is done in its favor,yadavtejashwi,INC,EVM tampering,Agreement
robbery administering tax evasion nalanda withdrawing rupees from the bank remitting rupees from the dealer execution of the crime committed by the bike rider in rajgir police station area,yadavtejashwi,INC,GST,Disagreement
he who speaks of inflation unemployment youth the poor and the farmers he will not be hindu he will be a sedentary separator this is their donation,yadavtejashwi,INC,Inflation control,Disagreement
of course if you speak the truth then income tax and cbi will fall at your house but if you are standing with honesty and courage then no strength can do anything to spoil you,yadavtejashwi,INC,GST,Disagreement
lol u killed it not only this butlove lust anger attachment ego delusion darkness diseases disasters greed poverty freaking faking smoking coughing sleeping backbiting criticising also be happy URL prostitution has nosedived after demonetisation says union minister ravi shankar prasad URL,yadavtejashwi,INC,Demonetisation,Disagreement
demonetisation turned out to be govt aided fair lovely scheme for the corrupt failing to check illegal demonetisation turned out to be govt aided fair lovely scheme for the corrupt failing to check illegal currency change govt itself did same later bjpmoneylaunderingday,yadavtejashwi,INC,Demonetisation,Disagreement
has demonetisaton addressed the problem of corruption fake currency has terrorism been rooted out for ever bjpmoneylaunderingday,yadavtejashwi,INC,Demonetisation,Disagreement
in the absence of the governor any official from raj bhavan has not been considered fit to meet the rjd delegation while the time of the delegation was scheduled at oclock who says that development is not happening all the way maulana halala of the streets leaving the marriage the gdp is talking about gst this development is not what else,yadavtejashwi,INC,GST,Disagreement
while making payment of bill after dinner in restaurant it feels like state govt central govt both had a dinner with us anpad bachee gst ka mtlb he cess service and vat ko htana tha kya hoga desh ka twitter pe account bnane agye lekin ye nahi ptahari om,yadavtejashwi,INC,GST,Disagreement
any bullshit said by sushil modi becomes national news here is open proof of his involvement in black money of real estate no one covers URL sushil modi exposed his brother r.k modis company ashiana homes selling flats on name of deputy cm sushil modis political clout.see video,yadavtejashwi,INC,Demonetisation,Disagreement
sushil modi ji is the false contractor and chief of truth brother is a businessman with black money hiding with his self his sister is also involved in the creation scandal,yadavtejashwi,INC,Demonetisation,Disagreement
sushil modi has parked all his black money in his brothers real estate company whose wheel of fortunes turned after he became deputy bihar me hi chij famous hai litti chokha lalu ka chara,yadavtejashwi,INC,Demonetisation,Disagreement
in sushil modi bought the flat only from the company of the brother who did not recognize him the black money of the house turns white in the house company and modi,yadavtejashwi,INC,Demonetisation,Disagreement
after becoming the deputy chief minister of sushil modi suddenly how did his brother make a wealth of thousand crore by investing black money in real estate modi answer,yadavtejashwi,INC,Demonetisation,Disagreement
sushil modis brother r.k modi and his two sons and daughterinlaw khoop companies are pitching black money by making a muddy net,yadavtejashwi,INC,Demonetisation,Disagreement
sushil modi was refusing to recognize his brother who used black money in real estate relatives were talking about one of the lands gpa is with him,yadavtejashwi,INC,Demonetisation,Disagreement
rbiannualreport of demonetised currency back into the system.USER_MENTION URL rbiannualreport of demonetised currency back into the system.USER_MENTION URL,yadavtejashwi,INC,Demonetisation,Disagreement
this is how royalty behaves lets not forget akhilesh is a yaduvanshi URL watch former up cm akhilesh yadavs convoy of cars passes toll plaza in barabanki without paying toll tax claims toll plaza manager,yadavtejashwi,INC,GST,Disagreement
in every true democracy any tax and profit is taxed only for the welfare of the public the langar of the gurdwaras is also for the welfare of all without discrimination then on which basis the bjp government has imposed gst on anchor we must all oppose it to end,yadavakhilesh,Samajwadi Party,GST,Disagreement
this kind of trap is not required to be replaced but it is to remove the trap in which the trapped farmer is forced to give poor life rising costs and inflation exploitation of middlemen debt burdens and insensitive government will help to free the farmers and the poor such measures to stop suicide are ridiculous,yadavakhilesh,Samajwadi Party,Inflation control,Neutral
it is very distant to hear the obc commissions air talk in the house but it is very distant thing the first government should count how many obcs are in our country if the government is serious it is very easy to get obc data from the base,yadavakhilesh,Samajwadi Party,reservation,Neutral
would acchedin take years also bluemoon superbluebloodmoon will acchedin take years also bluemoon superbluebloodmoonpic.twitter.com c9p9bhefmi,yadavakhilesh,Samajwadi Party,acchedin,Neutral
the maintenance and calibration of evm between the administration of the magnitude of the administration in the gorakhpur festival how is this combination,yadavakhilesh,Samajwadi Party,EVM tampering,Agreement
born in the banks queue in the banquoement khazni became a year old but the account of his family is still empty they are still standing in the queue of false hopes of coming back black money those people do not even know that political jumala is called,yadavakhilesh,Samajwadi Party,Demonetisation,Neutral
bjp has only won seats in ballot paper areas and in evm areas,yadavakhilesh,Samajwadi Party,EVM tampering,Agreement
the defeat of the bjp in the chitrakoot assembly byelection is showing the attitude of the wind notebook and the whole truth of the gst has now started to understand the public these results are a symbol of increasing unbelief and opposition towards the bjp in the public the bjps defeat will be wind up now it will go to gujarat,yadavakhilesh,Samajwadi Party,GST,Disagreement
the government is saying that the gst is now being reduced to some things not to protest the public business and opposition but to bring relief to the masses so what was earlier extended to harass the masses if you had read the previously educated harvard then you do not have to do so hardwork today,yadavakhilesh,Samajwadi Party,GST,Disagreement
against women keeping gst on the refrigeratorwashing machine how many facilities are there from these women they all know the family members taxation of on cement also has to break the dream of ordinary peoples homes,yadavakhilesh,Samajwadi Party,GST,Disagreement
born in line of notebinding khazhani mother does not know what happens in black money we will not celebrate the banquet but will definitely celebrate the birthday of mr khazni,yadavakhilesh,Samajwadi Party,Demonetisation,Neutral
tweet complications compliances of gst have resulted in severe business loss recession depression in the business community,yadavakhilesh,Samajwadi Party,GST,Disagreement
tax on petrol is for the poor why are the gas subsidies of the poor ending are all the cylinders as rich as two wheelers,yadavakhilesh,Samajwadi Party,hike in oil prices,Neutral
the government should allow the falling gdp to put black money into the care of cow calves and feet in which income tax is exempt this will improve the economy,yadavakhilesh,Samajwadi Party,GST,Disagreement
when the chip through the remote can steal petrol without any internet connection even from evm the wrong use of technology has to be stopped,yadavakhilesh,Samajwadi Party,EVM tampering,Agreement
touched by the story of nil battey sannata which was filmed in agra we have made the film tax free in,yadavakhilesh,Samajwadi Party,GST,Disagreement
neerja the movie will be tax free in up,yadavakhilesh,Samajwadi Party,GST,Disagreement
at saifai mahotsav today is the first step for ram mandir constructionseminar of leading saffron intellectuals and scholars to prepare a clear list of facts,yadavakhilesh,Samajwadi Party,Ram Mandir,Neutral
inaugurated medical schemes for ayodhya and the rest of up we will be offering free facility of ultrasound in URL,yadavakhilesh,Samajwadi Party,Ram Mandir,Neutral
fuel hike this yr petrol prices raised by rs per litre food inflation and petrol hike making common mans life miserable,yadavakhilesh,Samajwadi Party,hike in oil prices,Neutral
the bjp govt first crafted the deadlock in parliament to evade discussions on important matters such as the pnb scam noconfidence motions now trying to cover up with this farce of a fast upvaskajumla USER_MENTION fastwithpmmodi URL,JM_Scindia,INC,PNB Scam,Disagreement
the bjp govt first crafted the deadlock in parliament to evade discussions on important matters such as the pnb scam noconfidence motions now trying to cover up with this farce of a fast upvaskajumla USER_MENTION fastwithpmmodi URL,JM_Scindia,INC,PNB Scam,Disagreement
parliament does not run for day running ministers are allowed to speak amidst the din but noconfidence motions against the government are not taken up clear case of matchfixing among bjpaiadmk brazenly disrespecting parliament even before the announcement of the election commission those who say date of the election now also tell how many feed seats in the evm seats amitshah USER_MENTION bjp4india USER_MENTION USER_MENTION USER_MENTION USER_MENTION,JM_Scindia,INC,EVM tampering,Agreement
at the same time we also wanted to discuss other serious issues facing the country the attacks of sukhmapoonch pnb scam andhra pradesh USER_MENTION the news of the death of people killed in iraq is a very tragic and sensitive issue is there thats why we wanted to hear your statement,JM_Scindia,INC,PNB Scam,Disagreement
petrol and diesel at record highs but no sign of relief for consumers why the government cut back on excise and vat URL,JM_Scindia,INC,hike in oil prices,Disagreement
a heartbreaking yet sobering reminder of what the demonetisation decision brought in its wake my heart goes out to this family URL a year on a mumbai woman mourns her baby who died after hospital refused to accept old notes URL,JM_Scindia,INC,Demonetisation,Disagreement
of the cash came back over million indians lost their jobs indians lost their lives does this demonetisation was an unmitigated disaster it dealt a fatal blow to jobs businesses but also wrecked peoples lives its catastrophic effects on the economy can be seen felt even today but the pain it inflicted on people is incalculable demodisaster,JM_Scindia,INC,Demonetisation,Disagreement
demonetisation was an unmitigated disaster it dealt a fatal blow to jobs businesses but also wrecked peoples demonetisation was an unmitigated disaster it dealt a fatal blow to jobs businesses but also wrecked peoples lives its catastrophic effects on the economy can be seen felt even today but the pain it inflicted on people is incalculable demodisaster,JM_Scindia,INC,Demonetisation,Disagreement
shivraj singh indulging in corruption transferred the officer who disclosed toilets scam the chief ministers unique clean india campaign,JM_Scindia,INC,Swacch Bharat,Disagreement
the government talks about women development and clean india but there is no toilet in the office for women officers in the state,JM_Scindia,INC,Swacch Bharat,Disagreement
despite the steady increase in petrol and diesel prices why is the cm not traveling on the bicycle due to his cabinet,JM_Scindia,INC,hike in oil prices,Disagreement
the countrystate is disturbed by the rising prices of petrol and diesel but the government has refused to relieve them from the huge tax,JM_Scindia,INC,hike in oil prices,Disagreement
welcome unanimous verdict from bench declaring righttoprivacy a fundamental right,JM_Scindia,INC,RightToPrivacy SC Verdict,Agreement
welcome progressive sc verdict deeming tripletalaq in one sitting to be unconstitutional a victory for gender justice,JM_Scindia,INC,Triple Talaq SC verdict,Agreement
thank you for the heart of all the supporters of the ayodhya sahayars in shipur district present at the virpur farmers conference in this struggle you become my partner,JM_Scindia,INC,Ram Mandir,Neutral
defected across the country the highest vat rate in madhya pradesh is to be deducted from petrol and diesel,JM_Scindia,INC,hike in oil prices,Disagreement
strongly condemn this act wrong inhumane to resort to public slaughter just to register protest prove a point,JM_Scindia,INC,Beef Ban,Disagreement
six months later demonetisation still raises more questions than it answers,JM_Scindia,INC,Demonetisation,Disagreement
the election commission in evm the evm in front of the election commissioner before the upcoming atter bypoll in mp came out,JM_Scindia,INC,EVM tampering,Agreement
the evm in front of the election commissioner before the upcoming atter bypoll in mp came out,JM_Scindia,INC,EVM tampering,Agreement
congress attacks modi government calls demonetisation an undeclared emergency via USER_MENTION,JM_Scindia,INC,Demonetisation,Disagreement
on the support of an honest police officer exposing black money it is being attacked by the madhya pradesh government mp katni is protesting against the crores hawala USER_MENTION USER_MENTION amritadhawan1 injured in lathi charge mpcc_officialpic.twitter.com,JM_Scindia,INC,Demonetisation,Disagreement
delegation also raised issue of govt running away from a discussion on demonetisation by not letting parliament run during winter session,JM_Scindia,INC,Demonetisation,Disagreement
